order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state,shipping_country
ORD008174,CUST04572,2024-06-22 23:55:50,Delivered,Credit Card,Bellevue,WA,United States
ORD008175,CUST03361,2025-03-29 02:22:27,Delivered,Credit Card,Albany,NY,United States
ORD008176,CUST04128,2024-09-24 21:33:10,Shipped,Debit Card,San Francisco,CA,United States
ORD008177,CUST01887,2024-11-18 15:50:33,Delivered,Apple Pay,San Jose,CA,United States
ORD008178,CUST00552,2024-08-18 17:28:21,Shipped,Credit Card,San Antonio,TX,United States
ORD008179,CUST03471,2024-05-06 14:45:32,Cancelled,Apple Pay,Jacksonville,FL,United States
ORD008180,CUST01679,2024-06-28 20:57:47,Delivered,PayPal,Buffalo,NY,United States
ORD008181,CUST01498,2025-02-05 16:47:26,Delivered,PayPal,Los Angeles,CA,United States
ORD008182,CUST02342,2024-08-29 18:02:13,Delivered,PayPal,Houston,TX,United States
ORD008183,CUST02455,2024-06-27 12:25:55,Delivered,PayPal,Seattle,WA,United States
ORD008184,CUST02777,2025-01-02 23:25:17,Delivered,Credit Card,Richmond,VA,United States
ORD008185,CUST02064,2024-04-11 05:02:39,Delivered,Debit Card,Houston,TX,United States
ORD008186,CUST03606,2024-03-21 10:31:12,Processing,PayPal,Tacoma,WA,United States
ORD008187,CUST04803,2024-12-22 21:30:28,Delivered,PayPal,San Jose,CA,United States
ORD008188,CUST00101,2025-03-06 21:41:20,Processing,PayPal,Springfield,IL,United States
ORD008189,CUST02312,2024-07-25 07:50:18,Cancelled,Credit Card,Richmond,VA,United States
ORD008190,CUST00022,2025-02-01 15:25:44,Delivered,Credit Card,Virginia Beach,VA,United States
ORD008191,CUST01107,2024-09-23 19:35:17,Shipped,Debit Card,Richmond,VA,United States
ORD008192,CUST03461,2024-04-06 18:33:44,Delivered,Apple Pay,Spokane,WA,United States
ORD008193,CUST03120,2024-05-16 22:52:43,Delivered,Credit Card,Jacksonville,FL,United States
ORD008194,CUST02999,2024-04-02 05:56:54,Delivered,Apple Pay,Tacoma,WA,United States
ORD008195,CUST03263,2024-06-09 18:43:03,Processing,PayPal,Rochester,NY,United States
ORD008196,CUST02339,2024-06-02 23:50:36,Shipped,Debit Card,Austin,TX,United States
ORD008197,CUST03152,2024-07-17 10:04:23,Shipped,PayPal,Buffalo,NY,United States
ORD008198,CUST00699,2024-12-05 19:41:53,Delivered,Apple Pay,Bellevue,WA,United States
ORD008199,CUST04554,2025-03-05 14:36:42,Delivered,PayPal,San Francisco,CA,United States
ORD008200,CUST04180,2024-04-29 23:56:04,Processing,Credit Card,Dallas,TX,United States
ORD008201,CUST00128,2024-06-16 12:57:05,Shipped,Debit Card,Chicago,IL,United States
ORD008202,CUST03257,2024-10-14 14:27:52,Delivered,Credit Card,Austin,TX,United States
ORD008203,CUST02755,2024-07-20 15:38:11,Processing,Apple Pay,Chicago,IL,United States
ORD008204,CUST01297,2024-12-03 02:51:50,Delivered,PayPal,Bellevue,WA,United States
ORD008205,CUST02314,2024-09-04 16:04:37,Processing,Apple Pay,Chicago,IL,United States
ORD008206,CUST01691,2024-04-22 18:08:26,Delivered,Apple Pay,Alexandria,VA,United States
ORD008207,CUST04690,2024-01-06 11:16:09,Shipped,PayPal,Houston,TX,United States
ORD008208,CUST01084,2024-12-08 08:33:29,Delivered,Credit Card,Naperville,IL,United States
ORD008209,CUST00327,2024-12-03 17:40:26,Delivered,Apple Pay,Buffalo,NY,United States
ORD008210,CUST00901,2024-07-30 03:14:41,Shipped,Credit Card,New York,NY,United States
ORD008211,CUST02301,2024-06-23 12:32:38,Delivered,Apple Pay,New York,NY,United States
ORD008212,CUST03863,2025-01-30 18:41:37,Delivered,Credit Card,New York,NY,United States
ORD008213,CUST04185,2024-03-28 15:02:29,Delivered,Apple Pay,Richmond,VA,United States
ORD008214,CUST01692,2024-01-10 05:45:35,Delivered,Apple Pay,New York,NY,United States
ORD008215,CUST01008,2025-03-29 03:10:25,Delivered,Apple Pay,Miami,FL,United States
ORD008216,CUST00968,2024-07-28 04:04:02,Delivered,Debit Card,Naperville,IL,United States
ORD008217,CUST00462,2024-08-03 03:34:58,Delivered,Debit Card,Richmond,VA,United States
ORD008218,CUST00205,2024-05-24 06:14:57,Processing,Credit Card,Orlando,FL,United States
ORD008219,CUST01144,2024-11-11 20:06:10,Delivered,Apple Pay,Tampa,FL,United States
ORD008220,CUST04854,2024-08-01 19:12:43,Delivered,Debit Card,Tacoma,WA,United States
ORD008221,CUST00213,2024-10-27 05:20:03,Delivered,Apple Pay,Rochester,NY,United States
ORD008222,CUST02980,2024-07-27 05:03:31,Delivered,Apple Pay,San Jose,CA,United States
ORD008223,CUST02109,2024-12-11 20:18:00,Shipped,PayPal,Alexandria,VA,United States
ORD008224,CUST00650,2025-01-21 05:06:03,Processing,Apple Pay,Springfield,IL,United States
ORD008225,CUST02983,2024-02-15 20:56:31,Delivered,PayPal,Tacoma,WA,United States
ORD008226,CUST02433,2024-02-20 02:39:14,Shipped,Credit Card,New York,NY,United States
ORD008227,CUST01454,2025-02-25 11:30:44,Delivered,Apple Pay,San Francisco,CA,United States
ORD008228,CUST04599,2025-03-08 07:24:42,Delivered,Apple Pay,Miami,FL,United States
ORD008229,CUST03772,2024-10-27 23:39:45,Delivered,PayPal,Chicago,IL,United States
ORD008230,CUST04854,2024-03-25 02:40:21,Delivered,PayPal,Tacoma,WA,United States
ORD008231,CUST01427,2024-01-17 23:43:45,Delivered,Apple Pay,Los Angeles,CA,United States
ORD008232,CUST01874,2024-02-03 12:19:08,Delivered,PayPal,Alexandria,VA,United States
ORD008233,CUST04783,2024-10-28 23:10:52,Processing,PayPal,Chicago,IL,United States
ORD008234,CUST03605,2024-07-27 12:05:25,Delivered,PayPal,Alexandria,VA,United States
ORD008235,CUST01505,2025-01-27 03:22:51,Delivered,Debit Card,Spokane,WA,United States
ORD008236,CUST03101,2024-07-29 05:09:55,Delivered,Credit Card,Springfield,IL,United States
ORD008237,CUST01993,2024-01-18 15:25:10,Shipped,Credit Card,Virginia Beach,VA,United States
ORD008238,CUST02168,2024-10-26 02:29:09,Delivered,Credit Card,Bellevue,WA,United States
ORD008239,CUST01245,2024-11-19 20:51:34,Delivered,PayPal,Bellevue,WA,United States
ORD008240,CUST02676,2024-05-28 17:58:49,Processing,Apple Pay,Naperville,IL,United States
ORD008241,CUST04173,2024-10-03 05:23:36,Cancelled,Apple Pay,Springfield,IL,United States
ORD008242,CUST04525,2024-08-23 02:48:10,Delivered,Apple Pay,Tacoma,WA,United States
ORD008243,CUST03754,2024-07-02 06:29:28,Shipped,Apple Pay,Jacksonville,FL,United States
ORD008244,CUST01354,2025-02-06 01:14:23,Cancelled,PayPal,Austin,TX,United States
ORD008245,CUST02465,2024-04-18 22:06:57,Delivered,Credit Card,Spokane,WA,United States
ORD008246,CUST02558,2025-01-28 06:57:43,Delivered,Credit Card,Springfield,IL,United States
ORD008247,CUST03905,2024-12-28 19:47:23,Processing,Apple Pay,Houston,TX,United States
ORD008248,CUST01745,2024-06-15 11:09:55,Delivered,Debit Card,Albany,NY,United States
ORD008249,CUST03206,2024-02-23 12:41:32,Cancelled,PayPal,Dallas,TX,United States
ORD008250,CUST02622,2025-01-08 14:30:16,Delivered,Credit Card,Springfield,IL,United States
ORD008251,CUST00560,2024-12-29 11:25:34,Shipped,Apple Pay,Virginia Beach,VA,United States
ORD008252,CUST03234,2025-02-09 09:24:47,Delivered,Debit Card,San Antonio,TX,United States
ORD008253,CUST02459,2024-07-22 21:45:28,Processing,Credit Card,Tacoma,WA,United States
ORD008254,CUST01417,2024-09-24 04:52:20,Delivered,Apple Pay,New York,NY,United States
ORD008255,CUST00834,2024-10-27 12:21:10,Delivered,Apple Pay,Virginia Beach,VA,United States
ORD008256,CUST04190,2024-12-07 08:07:39,Delivered,Apple Pay,Bellevue,WA,United States
ORD008257,CUST01258,2025-02-19 17:53:12,Shipped,PayPal,Albany,NY,United States
ORD008258,CUST01105,2025-02-23 13:11:16,Delivered,Credit Card,Dallas,TX,United States
ORD008259,CUST00964,2025-02-13 16:46:27,Processing,PayPal,Norfolk,VA,United States
ORD008260,CUST04363,2025-01-09 12:02:41,Processing,Debit Card,New York,NY,United States
ORD008261,CUST00827,2024-03-17 02:24:26,Delivered,Credit Card,San Jose,CA,United States
ORD008262,CUST03878,2024-04-11 00:07:15,Delivered,Credit Card,Orlando,FL,United States
ORD008263,CUST03214,2024-02-13 21:28:50,Delivered,Credit Card,Seattle,WA,United States
ORD008264,CUST00910,2024-10-07 18:26:32,Delivered,Debit Card,Springfield,IL,United States
ORD008265,CUST04942,2025-03-03 18:56:29,Shipped,Debit Card,Jacksonville,FL,United States
ORD008266,CUST02318,2024-06-07 23:31:04,Delivered,Credit Card,Chicago,IL,United States
ORD008267,CUST04048,2024-03-14 12:59:51,Delivered,Apple Pay,Peoria,IL,United States
ORD008268,CUST01768,2024-12-19 10:12:22,Delivered,Apple Pay,Dallas,TX,United States
ORD008269,CUST00943,2024-06-09 10:20:38,Delivered,Debit Card,Jacksonville,FL,United States
ORD008270,CUST00113,2024-10-02 02:51:22,Delivered,Credit Card,San Antonio,TX,United States
ORD008271,CUST03161,2024-01-28 17:44:03,Delivered,Credit Card,Spokane,WA,United States
ORD008272,CUST01517,2024-10-13 15:56:08,Delivered,Credit Card,Alexandria,VA,United States
ORD008273,CUST03708,2024-11-04 16:15:45,Delivered,Credit Card,Buffalo,NY,United States
ORD008274,CUST02754,2024-08-29 07:30:39,Delivered,Debit Card,Virginia Beach,VA,United States
ORD008275,CUST03049,2024-02-05 06:21:14,Cancelled,PayPal,San Antonio,TX,United States
ORD008276,CUST02544,2024-12-06 17:06:09,Delivered,Apple Pay,Los Angeles,CA,United States
ORD008277,CUST00050,2024-01-07 14:31:08,Delivered,PayPal,Virginia Beach,VA,United States
ORD008278,CUST03340,2024-06-26 21:30:23,Delivered,Apple Pay,Los Angeles,CA,United States
ORD008279,CUST01924,2024-03-04 08:36:02,Delivered,Credit Card,Jacksonville,FL,United States
ORD008280,CUST04952,2024-07-01 07:38:18,Cancelled,PayPal,Albany,NY,United States
ORD008281,CUST00918,2024-11-05 13:21:51,Processing,PayPal,Albany,NY,United States
ORD008282,CUST04287,2024-12-07 17:14:13,Delivered,Apple Pay,Norfolk,VA,United States
ORD008283,CUST04442,2024-12-21 20:28:10,Delivered,Apple Pay,Seattle,WA,United States
ORD008284,CUST01986,2025-03-19 22:32:20,Delivered,Debit Card,San Diego,CA,United States
ORD008285,CUST00764,2025-03-22 06:17:10,Shipped,Credit Card,Bellevue,WA,United States
ORD008286,CUST03998,2024-10-06 15:59:03,Delivered,Credit Card,Springfield,IL,United States
ORD008287,CUST04858,2025-01-24 02:08:08,Delivered,Debit Card,Albany,NY,United States
ORD008288,CUST03466,2024-05-05 01:46:51,Processing,Debit Card,Buffalo,NY,United States
ORD008289,CUST00439,2024-01-03 13:32:17,Delivered,Apple Pay,Naperville,IL,United States
ORD008290,CUST00045,2024-07-31 13:03:10,Delivered,Apple Pay,Tampa,FL,United States
ORD008291,CUST04991,2025-02-27 22:54:07,Delivered,PayPal,Jacksonville,FL,United States
ORD008292,CUST03770,2024-06-25 21:10:02,Delivered,Credit Card,Albany,NY,United States
ORD008293,CUST00365,2024-04-25 11:47:33,Delivered,Apple Pay,Richmond,VA,United States
ORD008294,CUST00357,2025-02-25 23:21:23,Delivered,Debit Card,Austin,TX,United States
ORD008295,CUST00727,2024-09-27 10:29:32,Delivered,Credit Card,Austin,TX,United States
ORD008296,CUST03027,2024-05-15 10:22:09,Delivered,Apple Pay,Rochester,NY,United States
ORD008297,CUST03900,2024-06-18 23:44:44,Processing,PayPal,Seattle,WA,United States
ORD008298,CUST04256,2024-01-28 20:12:03,Delivered,Apple Pay,Richmond,VA,United States
ORD008299,CUST01979,2024-10-11 13:31:14,Cancelled,Debit Card,Chicago,IL,United States
ORD008300,CUST01217,2024-03-14 08:09:14,Processing,Credit Card,Spokane,WA,United States
ORD008301,CUST02017,2025-01-07 18:57:36,Delivered,Credit Card,Dallas,TX,United States
ORD008302,CUST02903,2024-06-04 05:00:47,Delivered,PayPal,Houston,TX,United States
ORD008303,CUST01029,2024-01-28 00:25:13,Delivered,PayPal,Virginia Beach,VA,United States
ORD008304,CUST03426,2024-12-04 09:44:56,Shipped,PayPal,Orlando,FL,United States
ORD008305,CUST00231,2025-01-24 21:27:45,Delivered,Debit Card,San Antonio,TX,United States
ORD008306,CUST00621,2024-05-18 15:23:14,Delivered,Credit Card,San Diego,CA,United States
ORD008307,CUST01704,2024-04-08 22:09:28,Delivered,Debit Card,Virginia Beach,VA,United States
ORD008308,CUST02781,2024-02-21 09:54:57,Delivered,Credit Card,Buffalo,NY,United States
ORD008309,CUST01591,2024-03-21 13:01:51,Delivered,PayPal,Dallas,TX,United States
ORD008310,CUST00673,2024-09-12 02:29:32,Delivered,Debit Card,San Antonio,TX,United States
ORD008311,CUST00943,2024-02-21 18:20:35,Delivered,Apple Pay,Jacksonville,FL,United States
ORD008312,CUST00746,2024-09-26 17:20:10,Cancelled,Credit Card,San Jose,CA,United States
ORD008313,CUST03038,2024-03-18 14:34:04,Delivered,Credit Card,Los Angeles,CA,United States
ORD008314,CUST00695,2024-06-28 12:20:06,Delivered,PayPal,Norfolk,VA,United States
ORD008315,CUST04066,2024-05-09 05:48:32,Delivered,Apple Pay,Chicago,IL,United States
ORD008316,CUST01695,2024-05-17 18:14:11,Shipped,Apple Pay,Rochester,NY,United States
ORD008317,CUST00020,2024-08-31 04:18:54,Delivered,Credit Card,San Antonio,TX,United States
ORD008318,CUST01019,2024-03-09 22:13:13,Shipped,Apple Pay,San Antonio,TX,United States
ORD008319,CUST01003,2024-08-25 01:40:01,Delivered,Debit Card,San Francisco,CA,United States
ORD008320,CUST01884,2024-07-14 03:48:01,Delivered,PayPal,Naperville,IL,United States
ORD008321,CUST02977,2024-04-25 14:26:14,Delivered,Debit Card,Buffalo,NY,United States
ORD008322,CUST00213,2024-05-21 10:12:57,Shipped,Credit Card,Rochester,NY,United States
ORD008323,CUST03160,2025-03-03 14:14:12,Delivered,Credit Card,Bellevue,WA,United States
ORD008324,CUST00215,2024-08-07 22:08:55,Delivered,PayPal,Chicago,IL,United States
ORD008325,CUST00720,2024-11-08 00:13:35,Shipped,Credit Card,Norfolk,VA,United States
ORD008326,CUST00085,2024-08-24 02:30:22,Delivered,Credit Card,Alexandria,VA,United States
ORD008327,CUST04027,2025-01-31 07:11:42,Delivered,Apple Pay,Naperville,IL,United States
ORD008328,CUST02895,2025-02-05 08:33:02,Delivered,Credit Card,Tacoma,WA,United States
ORD008329,CUST01363,2025-01-15 09:54:59,Shipped,Apple Pay,New York,NY,United States
ORD008330,CUST00604,2024-05-15 23:09:48,Processing,Debit Card,Bellevue,WA,United States
ORD008331,CUST00920,2024-06-21 08:40:43,Delivered,Credit Card,Peoria,IL,United States
ORD008332,CUST02751,2025-03-05 00:30:46,Processing,Credit Card,Virginia Beach,VA,United States
ORD008333,CUST01941,2024-03-06 03:55:21,Processing,Credit Card,New York,NY,United States
ORD008334,CUST03605,2024-10-03 01:23:59,Shipped,PayPal,Alexandria,VA,United States
ORD008335,CUST04379,2024-11-06 08:55:00,Cancelled,Apple Pay,Chicago,IL,United States
ORD008336,CUST00898,2024-12-01 23:14:07,Delivered,Apple Pay,Norfolk,VA,United States
ORD008337,CUST00541,2024-01-20 14:55:09,Delivered,Debit Card,Tacoma,WA,United States
ORD008338,CUST03044,2024-07-02 06:34:13,Delivered,Apple Pay,Peoria,IL,United States
ORD008339,CUST03654,2025-01-17 09:28:04,Shipped,Apple Pay,San Francisco,CA,United States
ORD008340,CUST04146,2025-03-23 14:36:15,Processing,Credit Card,Naperville,IL,United States
ORD008341,CUST02605,2024-03-22 09:52:50,Delivered,Debit Card,San Diego,CA,United States
ORD008342,CUST05000,2025-01-25 05:56:14,Processing,Credit Card,San Antonio,TX,United States
ORD008343,CUST00574,2024-09-14 16:41:32,Delivered,Debit Card,Chicago,IL,United States
ORD008344,CUST02248,2025-02-15 11:09:10,Cancelled,Credit Card,San Diego,CA,United States
ORD008345,CUST03949,2025-03-22 13:17:18,Delivered,Apple Pay,Springfield,IL,United States
ORD008346,CUST01683,2025-02-11 16:21:33,Delivered,Credit Card,Miami,FL,United States
ORD008347,CUST00902,2024-06-13 11:59:10,Cancelled,Debit Card,New York,NY,United States
ORD008348,CUST01232,2025-03-26 21:04:41,Shipped,PayPal,Houston,TX,United States
ORD008349,CUST04705,2024-07-03 23:58:21,Delivered,Debit Card,Springfield,IL,United States
ORD008350,CUST04520,2024-01-17 00:41:14,Shipped,Debit Card,Virginia Beach,VA,United States
ORD008351,CUST02049,2024-12-05 00:29:07,Shipped,PayPal,Peoria,IL,United States
ORD008352,CUST03459,2024-04-11 00:08:49,Delivered,Credit Card,Orlando,FL,United States
ORD008353,CUST04947,2024-05-17 14:42:16,Delivered,Apple Pay,San Diego,CA,United States
ORD008354,CUST04214,2025-03-07 16:51:10,Cancelled,Debit Card,Miami,FL,United States
ORD008355,CUST00877,2025-03-30 07:12:10,Delivered,Credit Card,New York,NY,United States
ORD008356,CUST00773,2024-10-04 06:19:03,Delivered,PayPal,Alexandria,VA,United States
ORD008357,CUST04735,2025-01-04 01:22:36,Processing,Credit Card,Los Angeles,CA,United States
ORD008358,CUST03360,2024-09-29 18:46:19,Delivered,Credit Card,Tacoma,WA,United States
ORD008359,CUST01365,2024-09-24 03:09:34,Processing,Credit Card,New York,NY,United States
ORD008360,CUST03692,2024-06-08 14:50:01,Delivered,Credit Card,Peoria,IL,United States
ORD008361,CUST04386,2024-06-15 12:58:34,Delivered,PayPal,Rochester,NY,United States
ORD008362,CUST00350,2024-05-25 10:11:21,Processing,Debit Card,Orlando,FL,United States
ORD008363,CUST02770,2024-02-16 00:06:25,Shipped,PayPal,Alexandria,VA,United States
ORD008364,CUST01820,2025-01-17 23:22:31,Delivered,Debit Card,Dallas,TX,United States
ORD008365,CUST00311,2025-01-07 21:18:06,Delivered,Apple Pay,San Antonio,TX,United States
ORD008366,CUST02897,2024-09-09 14:12:07,Delivered,PayPal,Spokane,WA,United States
ORD008367,CUST03972,2024-09-12 12:40:12,Shipped,PayPal,Orlando,FL,United States
ORD008368,CUST02831,2024-10-30 06:34:46,Processing,Apple Pay,San Jose,CA,United States
ORD008369,CUST02601,2025-01-16 19:09:58,Delivered,PayPal,Bellevue,WA,United States
ORD008370,CUST02155,2025-02-01 04:52:04,Delivered,Debit Card,San Diego,CA,United States
ORD008371,CUST04182,2024-02-29 20:05:45,Delivered,Credit Card,Tampa,FL,United States
ORD008372,CUST03329,2024-08-11 15:30:13,Shipped,PayPal,Austin,TX,United States
ORD008373,CUST00518,2024-06-08 11:55:32,Shipped,Credit Card,Norfolk,VA,United States
ORD008374,CUST04941,2025-02-05 05:16:05,Processing,Credit Card,Albany,NY,United States
ORD008375,CUST00451,2024-06-14 22:31:01,Processing,Debit Card,Norfolk,VA,United States
ORD008376,CUST03652,2024-03-21 00:34:20,Delivered,Debit Card,San Jose,CA,United States
ORD008377,CUST01068,2024-04-12 07:53:30,Delivered,Credit Card,San Jose,CA,United States
ORD008378,CUST00282,2024-08-30 08:47:16,Delivered,PayPal,Tampa,FL,United States
ORD008379,CUST01412,2024-05-04 21:02:26,Shipped,Debit Card,Albany,NY,United States
ORD008380,CUST03141,2024-07-12 17:19:07,Delivered,Apple Pay,Austin,TX,United States
ORD008381,CUST00126,2024-02-15 07:55:36,Delivered,PayPal,Albany,NY,United States
ORD008382,CUST03447,2024-04-05 02:51:24,Cancelled,Debit Card,Houston,TX,United States
ORD008383,CUST02485,2024-08-06 16:37:27,Shipped,PayPal,Tampa,FL,United States
ORD008384,CUST02930,2024-04-16 07:48:55,Delivered,Credit Card,Miami,FL,United States
ORD008385,CUST04076,2024-05-30 20:29:12,Delivered,Credit Card,San Francisco,CA,United States
ORD008386,CUST00498,2024-08-25 11:32:01,Delivered,PayPal,Buffalo,NY,United States
ORD008387,CUST00075,2025-03-14 12:12:27,Delivered,PayPal,Alexandria,VA,United States
ORD008388,CUST03536,2024-11-21 13:04:13,Delivered,Apple Pay,Dallas,TX,United States
ORD008389,CUST04128,2025-01-08 11:53:24,Processing,Apple Pay,San Francisco,CA,United States
ORD008390,CUST03115,2024-09-07 08:40:42,Cancelled,Apple Pay,Chicago,IL,United States
ORD008391,CUST03731,2024-10-15 10:23:56,Delivered,Credit Card,Orlando,FL,United States
ORD008392,CUST01796,2024-08-13 07:18:46,Delivered,Apple Pay,Miami,FL,United States
ORD008393,CUST02104,2024-01-03 04:17:35,Processing,PayPal,Los Angeles,CA,United States
ORD008394,CUST02924,2024-08-13 14:40:26,Shipped,PayPal,Bellevue,WA,United States
ORD008395,CUST00079,2024-01-01 18:25:52,Delivered,Apple Pay,Austin,TX,United States
ORD008396,CUST00983,2024-04-06 19:16:03,Processing,Apple Pay,Houston,TX,United States
ORD008397,CUST01760,2024-07-16 13:34:01,Cancelled,Debit Card,Dallas,TX,United States
ORD008398,CUST01884,2024-06-30 13:58:37,Delivered,Credit Card,Naperville,IL,United States
ORD008399,CUST01686,2024-09-11 10:58:15,Delivered,Debit Card,San Antonio,TX,United States
ORD008400,CUST00167,2024-12-03 09:47:05,Delivered,Debit Card,New York,NY,United States
ORD008401,CUST04563,2024-11-20 21:44:22,Shipped,Apple Pay,Bellevue,WA,United States
ORD008402,CUST01842,2024-04-13 13:12:43,Delivered,Apple Pay,Peoria,IL,United States
ORD008403,CUST01083,2024-08-17 11:29:34,Delivered,Credit Card,Norfolk,VA,United States
ORD008404,CUST01644,2024-03-05 05:00:34,Delivered,Credit Card,Seattle,WA,United States
ORD008405,CUST03447,2024-07-15 15:42:47,Cancelled,Apple Pay,Houston,TX,United States
ORD008406,CUST02972,2024-08-18 17:26:02,Delivered,Apple Pay,Miami,FL,United States
ORD008407,CUST03504,2024-04-04 23:50:05,Delivered,Credit Card,Tacoma,WA,United States
ORD008408,CUST03465,2024-01-16 09:45:56,Shipped,Apple Pay,Jacksonville,FL,United States
ORD008409,CUST03745,2025-02-09 11:12:39,Delivered,PayPal,Tacoma,WA,United States
ORD008410,CUST02451,2024-06-13 11:42:01,Processing,Debit Card,Jacksonville,FL,United States
ORD008411,CUST00685,2024-11-15 08:36:19,Delivered,PayPal,Dallas,TX,United States
ORD008412,CUST02300,2024-10-05 16:48:20,Delivered,PayPal,Los Angeles,CA,United States
ORD008413,CUST04563,2024-05-07 07:02:00,Shipped,Credit Card,Bellevue,WA,United States
ORD008414,CUST03048,2025-01-05 18:01:18,Shipped,Debit Card,Springfield,IL,United States
ORD008415,CUST02068,2024-01-22 01:38:34,Delivered,Debit Card,San Francisco,CA,United States
ORD008416,CUST02136,2024-04-29 20:53:13,Delivered,Credit Card,San Antonio,TX,United States
ORD008417,CUST00329,2025-03-16 10:48:28,Shipped,Debit Card,Jacksonville,FL,United States
ORD008418,CUST02561,2024-06-28 14:47:38,Shipped,PayPal,Miami,FL,United States
ORD008419,CUST02105,2024-04-09 12:33:27,Processing,Apple Pay,Albany,NY,United States
ORD008420,CUST00998,2024-03-20 13:25:45,Delivered,Credit Card,Dallas,TX,United States
ORD008421,CUST00262,2024-07-03 15:26:15,Delivered,Credit Card,Bellevue,WA,United States
ORD008422,CUST00939,2024-05-02 03:48:35,Delivered,PayPal,Los Angeles,CA,United States
ORD008423,CUST01994,2024-08-11 11:31:32,Delivered,Debit Card,Albany,NY,United States
ORD008424,CUST02525,2024-10-20 16:59:41,Delivered,PayPal,Springfield,IL,United States
ORD008425,CUST01175,2025-01-27 12:29:24,Delivered,Apple Pay,Austin,TX,United States
ORD008426,CUST04970,2024-12-29 05:11:46,Delivered,Credit Card,Naperville,IL,United States
ORD008427,CUST00643,2024-08-12 00:14:55,Cancelled,Debit Card,Miami,FL,United States
ORD008428,CUST02578,2024-04-15 00:32:28,Cancelled,Debit Card,Dallas,TX,United States
ORD008429,CUST03540,2024-04-08 09:43:25,Delivered,Credit Card,Seattle,WA,United States
ORD008430,CUST02503,2024-04-06 12:25:53,Delivered,Apple Pay,Seattle,WA,United States
ORD008431,CUST04024,2024-04-25 03:46:17,Delivered,Debit Card,Norfolk,VA,United States
ORD008432,CUST03216,2025-03-21 06:48:02,Delivered,Apple Pay,Springfield,IL,United States
ORD008433,CUST01574,2024-05-07 07:39:35,Delivered,Debit Card,Tacoma,WA,United States
ORD008434,CUST01470,2024-05-29 15:29:11,Shipped,Debit Card,Rochester,NY,United States
ORD008435,CUST02716,2024-06-01 19:04:22,Delivered,Debit Card,Houston,TX,United States
ORD008436,CUST02893,2024-02-26 00:27:46,Delivered,Apple Pay,Tacoma,WA,United States
ORD008437,CUST04984,2024-05-06 17:20:23,Delivered,Credit Card,Buffalo,NY,United States
ORD008438,CUST00913,2024-01-26 06:28:01,Delivered,PayPal,Bellevue,WA,United States
ORD008439,CUST01769,2024-12-07 00:22:32,Processing,Apple Pay,San Francisco,CA,United States
ORD008440,CUST04326,2024-03-06 04:16:02,Delivered,PayPal,Alexandria,VA,United States
ORD008441,CUST02562,2024-12-26 08:23:41,Shipped,Debit Card,New York,NY,United States
ORD008442,CUST01026,2024-01-06 23:42:43,Delivered,Apple Pay,Rochester,NY,United States
ORD008443,CUST04507,2025-01-04 04:08:33,Delivered,Credit Card,Virginia Beach,VA,United States
ORD008444,CUST03178,2024-08-01 08:20:08,Delivered,PayPal,Albany,NY,United States
ORD008445,CUST04453,2024-01-15 05:32:21,Delivered,Credit Card,San Jose,CA,United States
ORD008446,CUST03646,2024-12-14 10:52:01,Shipped,PayPal,Dallas,TX,United States
ORD008447,CUST01220,2024-10-11 16:55:25,Delivered,Credit Card,Houston,TX,United States
ORD008448,CUST04724,2024-03-17 14:24:31,Processing,Debit Card,Tampa,FL,United States
ORD008449,CUST00230,2024-03-26 01:44:38,Delivered,Debit Card,Dallas,TX,United States
ORD008450,CUST04559,2024-04-29 09:27:17,Shipped,PayPal,Bellevue,WA,United States
ORD008451,CUST03939,2024-12-03 21:30:55,Shipped,PayPal,Springfield,IL,United States
ORD008452,CUST02686,2024-04-11 09:51:12,Processing,Debit Card,Austin,TX,United States
ORD008453,CUST04611,2025-03-15 10:40:38,Delivered,Apple Pay,Seattle,WA,United States
ORD008454,CUST03509,2024-12-15 12:28:23,Delivered,Apple Pay,Spokane,WA,United States
ORD008455,CUST02786,2025-01-04 07:34:59,Shipped,PayPal,Orlando,FL,United States
ORD008456,CUST02207,2025-02-06 11:11:47,Processing,Debit Card,San Antonio,TX,United States
ORD008457,CUST04407,2024-01-23 11:38:58,Delivered,Credit Card,Tacoma,WA,United States
ORD008458,CUST01200,2025-03-29 07:17:33,Delivered,Debit Card,Tampa,FL,United States
ORD008459,CUST01634,2024-01-09 19:39:14,Delivered,PayPal,Norfolk,VA,United States
ORD008460,CUST04329,2024-10-01 20:33:51,Delivered,Credit Card,San Diego,CA,United States
ORD008461,CUST03823,2024-09-30 04:19:48,Shipped,Debit Card,Tampa,FL,United States
ORD008462,CUST00632,2024-08-07 02:07:36,Delivered,PayPal,Orlando,FL,United States
ORD008463,CUST02424,2024-07-30 17:37:03,Delivered,Apple Pay,New York,NY,United States
ORD008464,CUST02517,2024-12-12 15:27:15,Delivered,Credit Card,Seattle,WA,United States
ORD008465,CUST00458,2025-03-29 13:38:26,Delivered,PayPal,Richmond,VA,United States
ORD008466,CUST02063,2025-02-10 07:17:38,Delivered,Apple Pay,Richmond,VA,United States
ORD008467,CUST02411,2024-05-11 04:49:53,Processing,PayPal,Seattle,WA,United States
ORD008468,CUST00924,2025-01-14 10:04:59,Delivered,PayPal,Virginia Beach,VA,United States
